,author,statement,source,date,target,BinaryTarget,BinaryNumTarget
1415,Ciara,"Students in Wilkes County, North Carolina, “identify themselves as cats or ‘furries’” and “have asked for litter boxes to be placed in school restrooms for them to use.”",Facebook posts,"May 19, 2022",pants-fire,FAKE,0
1416,Jon,“The Biden administration is bringing amendments that would propose that all nations of the earth cede their sovereignty over national health care decisions to the WHO.”,Michele Bachmann,"May 19, 2022",false,FAKE,0
1417,Ciara,"News interview proves that the Buffalo, New York supermarket shooting was staged.",Instagram posts,"May 19, 2022",pants-fire,FAKE,0
1418,Ciara,“Soldiers destroyed Russian tank with NLAW in ambush.”,Viral image,"May 19, 2022",false,FAKE,0
1419,Madison,The U.S. government’s inaction over buffalo killing that harmed Native American populations in the 1800s shows it is now “is creating food shortages” so that Americans are more “dependent on the government.”,Facebook posts,"May 19, 2022",false,FAKE,0
1420,Nusaiba,"""Under Greg Abbott, property taxes have gone up $20 billion.""",Beto O'Rourke,"May 19, 2022",mostly-true,REAL,1
1421,Ciara,Goat’s milk is a good substitute for baby formula.,Facebook posts,"May 19, 2022",false,FAKE,0
1422,Ciara,“Breaking: Democrats introduce bill to put Americans in quarantine camps.”,Bloggers,"May 18, 2022",pants-fire,FAKE,0
1423,Monique,“Due to the baby formula shortage Tricare will now pay to have it shipped directly to you.”,Facebook posts,"May 18, 2022",half-true,REAL,1
1424,Amy,The problem with mail ballots in Lancaster County is a sign of “voter fraud.”,Tweets,"May 18, 2022",false,FAKE,0
1425,Ciara,Photo from “data leak at Elon Musk AND NASA … are said to be from one of Elon Musk’s Space-X satellites.”,Viral image,"May 18, 2022",false,FAKE,0
1426,Ciara,"CBS News reported that two more suspects were arrested in the Buffalo shooting, and that one more victim was identified.",Viral image,"May 18, 2022",false,FAKE,0
1427,Samantha,"“79% of Planned Parenthood clinics are in minority neighborhoods. This is not by accident. That is by its founder, Margaret Sanger's, eugenicist design.""",Candace Owens,"May 18, 2022",barely-true,FAKE,0
1428,Ciara,A recent photo shows the “Russian Orthodox Church blessing a rocket called Satan.”,Facebook posts,"May 18, 2022",false,FAKE,0
1429,Gabrielle,"The mass shooting in Buffalo, New York was a “false flag event.”",Tweets,"May 18, 2022",pants-fire,FAKE,0
1430,Maria,“The vast majority of individuals that we’re releasing out are not showing up for hearings.”,James Lankford,"• May 17,",false,FAKE,0
1431,Ciara,Your state will send you free infant formula if you call Enfamil and Similac customer service numbers.,Facebook posts,"May 17, 2022",false,FAKE,0
1432,Ciara,Amazon will ship baby formula to U.S. addresses if you change your preferred country on its website from the U.S. to Canada.,Facebook posts,"May 17, 2022",barely-true,FAKE,0
1433,Bill,"A reporter who covered the Buffalo supermarket shooting was a ""crisis actor.""",Instagram posts,"May 17, 2022",pants-fire,FAKE,0
1434,Monique,Donations of baby formula to Ukraine helped cause the current U.S. shortage.,Facebook posts,"May 17, 2022",false,FAKE,0
1435,Louis,"“When unemployment goes down, inflation goes up.”",Nancy Pelosi,"May 17, 2022",barely-true,FAKE,0
1436,Ciara,Images show Joe Biden surrounded by U.S. Marshals.,Facebook posts,"May 17, 2022",false,FAKE,0
1437,Ciara,Mark Zuckerberg was arrested.,Facebook posts,"May 17, 2022",pants-fire,FAKE,0
1438,Yacob,"“Disney stock is down more than 70% and attendance is down more than 55%! 10.1 million people canceled their Disney+ subscription.""",Facebook posts,"May 17, 2022",false,FAKE,0
1439,Ciara,No planes are visible in footage of the 9/11 attack.,Viral image,"May 17, 2022",pants-fire,FAKE,0
1440,Tom,"Kathy Barnette ""pretends she's America First, but repeatedly attacked President Trump.""",Our American Century,"May 17, 2022",half-true,REAL,1
1441,Laura,"“Title 42 has fueled the border crisis. In 2019, 7 percent of illegal border crossings were repeated crossings. Today the rate is 27 percent.”",Tom Nelson,"May 17, 2022",half-true,REAL,1
1442,Jon,“Democrats want open borders so they can bring in and amnesty tens of millions of illegal aliens — that’s their electoral strategy.”,Blake Masters,"May 16, 2022",false,FAKE,0
1443,Tom,Says she never tweeted comments linking pedophilia and Islam.,Kathy Barnette,"May 16, 2022",pants-fire,FAKE,0
1444,Madison,"“We have 76% of Americans living paycheck to paycheck, meaning they are one paycheck away from poverty.”",Facebook posts,"May 16, 2022",barely-true,FAKE,0
1445,Monique,Suggests Megan Thee Stallion was not shot in the foot.,Facebook posts,"May 16, 2022",false,FAKE,0
1446,Ciara,“Finland joins NATO.”,Facebook posts,"May 16, 2022",barely-true,FAKE,0
1447,Gabrielle,The NewProfilePic app is Russian spyware.,Facebook posts,"May 16, 2022",false,FAKE,0
1448,Paul,"State Sen. Kirk deViere voted against Medicaid expansion, the governor’s budget and teacher raises.",North Carolina Futures Action Fund,"May 16, 2022",false,FAKE,0
1449,Louis,“When President Biden took office … there was no vaccine available.”,Joe Biden,"May 16, 2022",false,FAKE,0
1450,Ciara,“Your government quietly confirmed the fully vaccinated are developing Acquired Immunodeficiency Syndrome.”,Viral image,"May 16, 2022",pants-fire,FAKE,0
1451,Ciara,Photos of the alleged Buffalo shooting gunman show two different people.,Facebook posts,"May 16, 2022",pants-fire,FAKE,0
1452,Yacob,“It costs more to live in many Florida cities than New York City.”,Charlie Crist,"May 16, 2022",half-true,REAL,1
1453,Jon,"“Kathy Barnette wants to build a statue of Barack Obama right next to the one of Abraham Lincoln on Capitol Hill.""",USA Freedom Fund,"May 13, 2022",mostly-true,REAL,1
1454,Madison,Says the Biden administration is choosing to send baby formula to the border as one of its “out-of-touch priorities.”,Greg Abbott,"May 13, 2022",barely-true,FAKE,0
1455,Louis,Joe Biden “inherited inflation of 1.7%. Now we're well over 8% and growing.”,Kathy Barnette,"May 13, 2022",mostly-true,REAL,1
1456,Monique,Homemade baby formula recipes offer a ‘viable option’ during U.S. shortage,Facebook posts,"May 13, 2022",false,FAKE,0
1457,Jon,“We’re one of the seven nations in the world that allow abortion on demand at 20 weeks.”,Lindsey Graham,"May 13, 2022",half-true,REAL,1
1458,Louis,“Agriculture is the No. 1 industry here in Pennsylvania.”,Kathy Barnette,"May 13, 2022",false,FAKE,0
1459,Louis,"“My Treasury Department is planning to pay down the national debt this quarter, which never happened under my predecessor.”",Joe Biden,"May 13, 2022",half-true,REAL,1
1460,Monique,Says people can follow a 1960 recipe for homemade baby formula as a workaround during the current shortage.,Facebook posts,"May 13, 2022",false,FAKE,0
1461,Alan,"The Biden administration has been ""recklessly releasing potentially dangerous Afghans into our communities.""",Tom Tiffany,"May 13, 2022",barely-true,FAKE,0
1462,Monique,Suggests Amber Heard snorted cocaine while on the stand in court.,Facebook posts,"May 12, 2022",pants-fire,FAKE,0
1463,Samantha,The infant formula shortage was purposely created because Mark Zuckerberg and Bill Gates invested in artificial breast milk.,Facebook posts,"May 12, 2022",false,FAKE,0
1464,Tom,"""Kari Lake has been appearing at rallies with neo-Nazis,"" while ""two federal juries have found"" Katie Hobbs ""guilty of racial discrimination.""",Aaron Lieberman,"May 12, 2022",barely-true,FAKE,0
1465,Yacob,"“Is ANYONE asking how Ron DeSantis was worth $340,000 in 2020 and is now worth $52 million?""",Tweets,"May 12, 2022",false,FAKE,0
1466,Gabrielle,"An adenovirus is a combination of viruses, gastrointestinal virus, pneumonia and COVID-19 mixed together to “kill our children.”",Facebook posts,"May 12, 2022",false,FAKE,0
1467,Warren,“CO2 is not a pollutant.”,Suburban Virginia Republican Coalition,"May 12, 2022",false,FAKE,0
1468,Samantha,Supreme Court Justices Amy Coney Barrett and Samuel Alito said that the U.S. needs a “domestic supply of infants” to meet the needs of parents seeking to adopt.,Facebook posts,"May 12, 2022",false,FAKE,0
1469,Monique,"Says photo shows ""one of Tesla's lithium supply mines where entire mountains are eliminated.""",Facebook posts,"May 11, 2022",false,FAKE,0
1470,D.L.,"Because of U.S. Senate rules, Democrats need ""more than a majority ... to codify Roe vs. Wade.""",Kelda Helen Roys,"May 11, 2022",true,REAL,1
1471,Jeff,"Video shows abortion rights activist urging women to ""run on down to the abortion clinic"" if they get pregnant.",Facebook posts,"May 11, 2022",false,FAKE,0
1472,Tom,Mehmet Oz is “pro-abortion.”,Dave McCormick,"May 11, 2022",barely-true,FAKE,0
1473,Monique,"Says photo shows ""the sharpest image of the sun ever recorded.""",Facebook posts,"May 11, 2022",false,FAKE,0
1474,Monique,"Says video shows ""Ukrainian forces shoot down Russian plane carrying hundreds (of) troops on Kyiv airport.""",Facebook posts,"May 10, 2022",false,FAKE,0
1475,Monique,"""148th Kentucky Derby winner Rich Strike jockey Sonny Leon just turned down a White House invite, saying 'If I wanted to see a horse's ass, I would have came (sic) in second.’""",Facebook posts,"May 10, 2022",pants-fire,FAKE,0
1476,Monique,"Margaret Sanger, founder of Planned Parenthood, referred to Black women as weeds that needed to be plucked from their garden, and was a supporter of the Ku Klux Klan and a Democrat.",Peggy Hubbard,"May 10, 2022",false,FAKE,0
1477,D.L.,"The state crime lab under Attorney General Josh Kaul ""is testing significantly less items than former AG Brad Schimel and is still taking longer to test many categories of key items in comparison to Schimel, including DNA.""",Eric Toney,"May 10, 2022",true,REAL,1
1478,Lyle,"“Senator Grassley hopped off the Finance Committee, where he could be helpful to Iowa and the nation, in favor of the Judiciary Committee""",Mike Franken,"May 9, 2022",false,FAKE,0
1479,Jeff,"""GOP Sen. Marsha Blackburn has proposed that birth control should only be legal for MARRIED couples.”",Tweets,"May 9, 2022",false,FAKE,0
1480,Samantha,"“Tennessee just banned Plan B and made it a crime punishable by a $50,000 fine to order it.”",Pam Keith,"May 9, 2022",false,FAKE,0
1481,Nusaiba,"""In Texas, Republicans passed a law allowing rapists to sue their victims for getting an abortion.""",Alexandria Ocasio-Cortez,"May 9, 2022",false,FAKE,0
1482,Samantha,Amber Heard plagiarized lines from the movie “The Talented Mr. Ripley” in her opening statement during the Johnny Depp libel trial.,Facebook posts,"May 9, 2022",false,FAKE,0
1483,Jill,"When the New York State Senate voted to legalize abortion in 1970, 12 Republican senators voted in favor of it.",Andrea Stewart-Cousins,"• May 7,",true,REAL,1
1484,Bill,"When there is “a noose on a college dorm of a Black student” or a racial slur “on a dormitory building, the odds are overwhelming that a Black student actually did that.""",Dennis Prager,"May 6, 2022",false,FAKE,0
1485,Sara,“If you earn $100 and pay $33 income tax you’re left with $67. You then buy $67 worth of fuel and in doing so pay a 48% fuel tax (fuel tax = $32.16 + $6.70 GST). This means that the government just got $71.86 tax from your hard earned $100.”,Facebook posts,"May 6, 2022",barely-true,FAKE,0
1486,Samantha,“Military Arrests Biden’s Sec. of Agriculture Tom Vilsack.”,Bloggers,"May 6, 2022",pants-fire,FAKE,0
1487,Elizabeth,“New York leads the U.S. in population loss.”,Lee Zeldin,"May 6, 2022",true,REAL,1
1488,Monique,“Roe v. Wade happened because a woman lied about being raped by black men.”,Facebook posts,"May 6, 2022",false,FAKE,0
1489,Samantha,“mRNA Vaccines Show No Mortality Benefit - Danish Study”,YouTube videos,"May 6, 2022",false,FAKE,0
1490,Madeline,"Says Gov. Tony Evers ""wanted to increase your taxes by $1 billion just for heating your homes. Instead, Republicans cut your taxes by more than $2 billion.""",John Macco,"May 6, 2022",half-true,REAL,1
1491,Monique,“Space X’s Starlink internet constellation has angered Russia as it was reported that the Starlink satellite constellation was used to guide the fire” on the Russian ship Moskva.,Facebook posts,"May 5, 2022",false,FAKE,0
1492,Gabrielle,Says JFK. Jr is masquerading as QAnon promoter Juan O. Savin.,Facebook posts,"May 5, 2022",pants-fire,FAKE,0
1493,Jon,“Republicans DO NOT want to throw doctors” in jail.,National Republican Senatorial Committee,"May 5, 2022",pants-fire,FAKE,0
1494,Vivian,"""Pfizer tries to hide 2.4K full-time hires handling vax injuries.""",One America News,"May 5, 2022",barely-true,FAKE,0
1495,Warren,"“Justices Gorsuch, Kavanaugh, and Barrett assured the Senate Judiciary Committee and the American people that Roe v. Wade was ‘established precedent.’”",Don Beyer,"May 5, 2022",mostly-true,REAL,1
1496,Yacob,"“The student debt that is out there, almost 60% of it is graduate school debt.”",Ron DeSantis,"May 5, 2022",barely-true,FAKE,0
1497,Madison,"“There has never been a leak anything like this” draft of a Supreme Court opinion that would overturn Roe v. Wade. “There’s never been a leak of a vote — much less an actual opinion, much less in a case of this significance.”",Jeffrey Toobin,"May 4, 2022",mostly-true,REAL,1
1498,Monique,NBC News “covered up Hunter Biden laptop story.”,Elon Musk,"May 4, 2022",false,FAKE,0
1499,Sara,“There are 63 million abortions a year in this country.”,Jeanine Pirro,"May 4, 2022",false,FAKE,0
1500,Bill,Elon Musk suspended Bill Gates from Twitter.,Tweets,"April 27, 2022",false,FAKE,0
1501,Ciara,Photo of unbroken windows proves war in Ukraine is fake.,Viral image,"April 27, 2022",pants-fire,FAKE,0
1502,Yacob,“DeSantis erases Disney’s tax exempt law. Will cost Disney $200 Mil in taxes. Per year!”,Facebook posts,"April 27, 2022",false,FAKE,0
1503,Elizabeth,"In 2021, “11,201 pounds of fentanyl were seized by Customs and Border Protection, which is enough to kill every American nearly seven times over.”",Claudia Tenney,"April 27, 2022",mostly-true,REAL,1
1504,Vanessa,"""Ron Johnson pushed through a special tax loophole that benefited his own family's business … Then he cashed out of the company for $5 million … (he has) doubled his wealth since taking office.""",Opportunity Wisconsin,"April 27, 2022",half-true,REAL,1
1505,Ciara,“Marines are investigating 3 ancient pyramids discovered in Antarctica.”,Bloggers,"April 27, 2022",false,FAKE,0
1506,Ciara,You can “reverse HIV naturally.”,Facebook posts,"April 27, 2022",false,FAKE,0
1507,Luiz,"“Congratulations to Ruben, knighted by the Queen. Now goes by the name, Sir Ruben.”",Facebook posts,"April 27, 2022",false,FAKE,0
1508,Bill,Videos show that Ukraine President Volodymyr Zelenskyy uses cocaine.,Facebook posts,"April 26, 2022",pants-fire,FAKE,0
1509,Ciara,Says a Fox New chyron said the Snickers candy bar is changing its texture because of “cancel culture.”,Viral image,"April 26, 2022",false,FAKE,0
1510,Ciara,“The same system that kept you in the dark about Ghislaine Maxwell…doesn’t mind live-streaming Johnny Depp’s trial.”,Viral image,"April 26, 2022",false,FAKE,0
1511,Paul,"Former Gov. Pat McCrory appointed liberals to the North Carolina Textbook Commission, which “mandated textbooks” pushing critical race theory.",School Freedom Fund,"April 26, 2022",barely-true,FAKE,0
1512,Amy,A consent decree approved by Gov. Brian Kemp “invalidated all voter ID law” and “allowed fraudulent ballots to be accepted” in the 2020 race.,David Perdue,"April 26, 2022",pants-fire,FAKE,0
1513,Jeff,Fires at food processing plants are an “attempt to starve us.”,Facebook posts,"April 26, 2022",false,FAKE,0
1514,Jeff,Hepatitis outbreak in kids may be related to Johnson & Johnson COVID-19 vaccine.,Instagram posts,"April 26, 2022",false,FAKE,0
1515,Samantha,“Finnish Court rules sex with children is permitted.”,Instagram posts,"April 26, 2022",false,FAKE,0
1516,Nusaiba,"""We have (people detained by ICE) that have to be seen within 24 hours, while veterans are seen within months.",Tim Westley,"April 25, 2022",false,FAKE,0
1517,Bill,A video shows the Russian warship Moskva exploding.,TikTok posts,"April 25, 2022",false,FAKE,0
1518,Bill,“The White House presented commemorative coins” dedicated to Ukraine President Volodymyr Zelenskyy.,Facebook posts,"April 25, 2022",false,FAKE,0
1519,Samantha,Bath and Body Works products are not recommended during pregnancy because they are suspected of “damaging fertility or the unborn child.”,Facebook posts,"April 22, 2022",false,FAKE,0
1520,Paul,“Most Americans favor keeping Title 42 in place.”,Thom Tillis,"April 22, 2022",half-true,REAL,1
1521,Amy,Brian Kemp and Secretary of State Brad Raffensperger “perhaps in collusion with the Radical Left Democrats” are attempting to “unseat” U.S. Rep. Marjorie Taylor Greene.,Donald Trump,"April 22, 2022",false,FAKE,0
1522,Louis,"""For four years, I was a full professor at the University of Pennsylvania.""",Joe Biden,"April 22, 2022",half-true,REAL,1
1523,Tom,“J.D. Vance called for higher taxes.”,Mike Gibbons,"April 22, 2022",half-true,REAL,1
1524,Tom,"""As Ohio treasurer, Josh Mandel loaned your money to Chinese business interests, and Mandel opposed a bill holding Communist China accountable when they cheated and stole American jobs.""",Mike Gibbons,"April 22, 2022",barely-true,FAKE,0
1525,Yacob,Says he has “always” believed “in a woman’s right to choose.”,Charlie Crist,"April 22, 2022",false,FAKE,0
1526,Monique,Dr. Anthony Fauci said lockdowns are a method for coercing people to comply with COVID-19 vaccinations.,Facebook posts,"April 22, 2022",false,FAKE,0
1527,Laura,“Inflation has gone up every month of the Biden presidency and just hit another 40-year high.”,Mike Gallagher,"April 22, 2022",mostly-true,REAL,1
1528,Monique,"""America (is) trying to overthrow the Ukraine government just as the shadow government has infiltrated and overthrown the US government.""",Facebook posts,"April 22, 2022",false,FAKE,0
1529,Monique,"Lilibet, baby daughter of the Duke and Duchess of Sussex, ""made her first appearance with the queen.”",Facebook posts,"April 22, 2022",false,FAKE,0
1530,Monique,Arnold Schwarzenegger slept on the ground in front of a bronze statue of himself because he had been turned away from a hotel.,Facebook posts,"April 22, 2022",false,FAKE,0
1531,Colleen,“The price of insulin increases as waistlines increase.”,Matt Gaetz,"April 21, 2022",false,FAKE,0
1532,Samantha,A Reddit post shows a parent admitting to forcing their child to continue transitioning by sneaking hormone medication.,Tweets,"April 20, 2022",false,FAKE,0
1533,Monique,"Vladimir Putin “ended the Rothschild's control over Russia by nationalizing the Russian centralized bank.""",Facebook posts,"April 20, 2022",false,FAKE,0
1534,Jon,"Joe Biden's spending “has sent prices skyrocketing.""",Jane Timken,"April 20, 2022",half-true,REAL,1
1535,Louis,"“While the initial increase in oil prices resulted in a near instantaneous increase in gas prices for consumers, the subsequent decrease in crude oil prices has failed to meaningfully provide relief for Georgia's families at the pump.”",Raphael Warnock,"April 20, 2022",mostly-true,REAL,1
1536,Ciara,A photo shows students in Lviv celebrating Adolf Hitler’s birthday.,Tweets,"April 20, 2022",pants-fire,FAKE,0
1537,Ciara,“Hunter Biden arrested this morning.”,Facebook posts,"April 20, 2022",pants-fire,FAKE,0
1538,Luiz,"After Russia invaded Ukraine, Google Maps “opened all military and strategic facilities in Russia.”",Facebook posts,"April 20, 2022",false,FAKE,0
1539,Ciara,Footage of the Bidens celebrating Easter at the White House is fake.,Facebook posts,"April 20, 2022",pants-fire,FAKE,0
1540,Ciara,"Vladimir Putin “released 35,000 children from tunnels and subway in Ukraine.”",Facebook posts,"April 20, 2022",pants-fire,FAKE,0
1541,Samantha,The Australian Technical Advisory Group on Immunisation advised that the COVID-19 vaccine may be given to patients under sedation for unrelated procedures without consent as a way to force compliance.,Instagram posts,"April 19, 2022",false,FAKE,0
1542,Bill,"COVID-19 is a synthetic version of “snake venom” that evil forces are spreading through remdesivir, the COVID-19 vaccines and drinking water to “make you a hybrid of Satan.”","""Watch The Water""","April 19, 2022",pants-fire,FAKE,0
1543,Gabrielle,"President Joe Biden was confused, “turned around and shook hands with thin air” after a speech.",Facebook posts,"April 19, 2022",false,FAKE,0
1544,D.L.,"If Wisconsin Gov. Tony Evers ""had passed his (gas) tax increases ... fuel prices would be at least a dime higher.",Tony Kurtz,"April 19, 2022",mostly-true,REAL,1
1545,Tom,"Dave McCormick is ""liberal, pro-Biden, pro-China.""",Mehmet Oz,"April 19, 2022",false,FAKE,0
1546,Warren,"“They’re going to be giving these people who come across the border, giving them smartphones.”",Rob Wittman,"April 19, 2022",half-true,REAL,1
1547,Jeff,"""No one visiting Disney can get in” because of protest.",Facebook posts,"April 19, 2022",false,FAKE,0
1548,Ciara,"“If your roommate catches HIV, you will be exposed to it and will probably contract it too, given long enough.”",Facebook posts,"April 19, 2022",false,FAKE,0
1549,Monique,CNN tweeted about “brave children” in Ukraine signing up to fight Russia.,Instagram posts,"April 19, 2022",pants-fire,FAKE,0
1550,Ciara,Joe Biden’s comments prove that food shortages are being “done deliberately by the governments of the world.”,Viral image,"April 18, 2022",false,FAKE,0
1551,Monique,March 2022 moon crash was orchestrated by the government and visible from Earth.,Facebook posts,"April 18, 2022",false,FAKE,0
1552,Monique,Fuel containing 15% ethanol will ruin a car engine.,Facebook posts,"April 18, 2022",barely-true,FAKE,0
1553,Samantha,Ukraine was responsible for the Kramatorsk train station bombing.,Facebook posts,"April 18, 2022",false,FAKE,0
1554,Jeff,"MSNBC’s Mika Brzezinski said, “Elon Musk is trying to control how people think. That’s our job.”",Facebook posts,"April 18, 2022",false,FAKE,0
1555,Ciara,"Says Adolf Hitler said, “The day mankind finds out what I was trying to defend this nation, Germany, from, then that’s the day World War III starts.”",Viral image,"April 18, 2022",false,FAKE,0
1556,Sara,“It’s been proven that sugar triggers and causes cancer. … So the best thing to do to prevent cancer is to avoid sugar.”,Facebook posts,"April 18, 2022",barely-true,FAKE,0
1557,Yacob,George Soros injected “$33 million” into Black Lives Matter.,Facebook posts,"April 18, 2022",false,FAKE,0
1558,Yacob,"“Disney lost 172,000 reservations recently, valued at around $636 (million) in revenue lost.”",Facebook posts,"April 18, 2022",false,FAKE,0
1559,Samantha,“Leftist justice reform” is the reason that the NYC subway shooting suspect wasn’t in jail at the time of the attack.,Facebook posts,"April 18, 2022",false,FAKE,0
1560,Analisa,"The Biden Administration is engaging in extreme ‘woke’ politics by encouraging children to take chemical castration drugs and undergo surgeries, and they are lying to children by telling them puberty blockers are ""reversible.""",Mary Miller,"April 17, 2022",false,FAKE,0
1561,Jill,“Cities in notoriously ‘tough on crime’ states like Texas and Florida saw a more significant increase in violent crime than cities in NYS.”,Crystal Peoples-Stokes,"• April 16,",half-true,REAL,1
1562,Madeline,"""Ron Johnson is trying to let insurance companies deny coverage to people with pre-existing conditions like cancer, depression, pregnancy, diabetes—or even COVID.”",Sarah Godlewski,"April 15, 2022",barely-true,FAKE,0
1563,Tom,"Mehmet Oz ""called for a New Zealand-style gun ban"" and said ""Americans should have less access to guns.""",Dave McCormick,"April 15, 2022",mostly-true,REAL,1
1564,Samantha,McDonald’s added xylitol to its ice cream which is toxic to dogs.,Facebook posts,"April 14, 2022",false,FAKE,0
1565,Samantha,The Brooklyn subway attack was a false flag.,Facebook posts,"April 14, 2022",pants-fire,FAKE,0
1566,Gabrielle,“Just passed into law today: You cannot go 5 miles over speed limit” in North Carolina.,Facebook posts,"April 14, 2022",false,FAKE,0
1567,Tom,"Brian Kemp ""dismissed concerns about voter fraud in the 2020 election"" and ""widespread illegal ballot harvesting continued, electing two Democrat senators.""",Get Georgia Right,"April 14, 2022",false,FAKE,0
1568,Andy,"""Joe Biden is giving smartphones away to illegal border crossers.”",Facebook posts,"April 14, 2022",half-true,REAL,1
1569,Jeff,“A bird pooped on Joe Biden during his speech” in Iowa.,Facebook posts,"April 13, 2022",false,FAKE,0
1570,Monique,Video of a Q&A response from Amazon’s Alexa confirms that chemtrails are being used “to reduce the human population.”,TikTok posts,"April 13, 2022",false,FAKE,0
1571,Monique,Suggests ivermectin is an effective treatment for COVID-19,One America News,"April 13, 2022",false,FAKE,0
1572,Ciara,Sen. Marsha Blackburn made a white power symbol at Ketanji Brown Jackson.,Tweets,"April 13, 2022",false,FAKE,0
1573,Ciara,Gilbert Gottfried died from the COVID-19 vaccine.,Tweets,"April 13, 2022",false,FAKE,0
1574,Laura,“As your Lieutenant Governor…I cut your taxes.”,Rebecca Kleefisch,"April 13, 2022",barely-true,FAKE,0
1575,Samantha,"Disney+ has had over 350,000 cancellations in the last five days.",Facebook posts,"April 12, 2022",false,FAKE,0
1576,Gabrielle,The chairman of Virginia’s Republican Party made a “shockingly racist post” about Defense Secretary Lloyd Austin.,Occupy Democrats,"April 12, 2022",false,FAKE,0
1577,Ciara,Christine Blasey Ford and Brett Kavanaugh were actors wearing masks during Kavanaugh’s U.S. Supreme Court confirmation hearing.,Viral image,"April 12, 2022",pants-fire,FAKE,0
1578,Yacob,"“You couldn’t buy a cannon when, in fact, the Second Amendment passed.""",Joe Biden,"April 12, 2022",false,FAKE,0
1579,Jeff,Poland palace that Biden visited is fake.,Facebook posts,"April 12, 2022",false,FAKE,0
1580,Ciara,Ukraine is the “money laundering and child sex trafficking capital of the world!”,Viral image,"April 12, 2022",false,FAKE,0
1581,Madison,People protesting the Dakota Access pipeline “were intentionally poisoned” by government officials in North Dakota when a pilot “knowingly sprayed poisonous chemicals” over protesters’ camps.,Facebook posts,"April 12, 2022",false,FAKE,0
1582,Samantha,The COVID-19 vaccines contain “HIV lipid wrappers.”,Facebook posts,"April 12, 2022",pants-fire,FAKE,0
1583,Monique,"""Special Forces arrest Deep State Dr. Anthony Fauci.""",Instagram posts,"April 12, 2022",pants-fire,FAKE,0
1584,Warren,“The proposed (Virginia) House budget cuts hundreds of millions in funding for public education…”,Democratic Party of Virginia,"April 12, 2022",false,FAKE,0
1585,Tom,“Mike Lee advised Trump's legal challenges to overturn our election” and “was one of only two senators who was in on the scheme.”,Evan McMullin,"April 11, 2022",half-true,REAL,1
1586,Monique,"As with people vaccinated against COVID-19, “many people who were NOT vaccinated also experienced zero or mild symptoms.”",Facebook posts,"April 11, 2022",barely-true,FAKE,0
1587,Yacob,New York City is “wasting taxpayer money on” billboards in Florida.,Ron DeSantis,"April 11, 2022",false,FAKE,0
1588,Gabrielle,Disney CEO Bob Chapek was arrested for human trafficking.,Instagram posts,"April 8, 2022",pants-fire,FAKE,0
1589,Andy,"“With the money Elon Musk spent to buy Twitter shares, he could have given every American family $100,000 and still had enough left over to cancel all student debt.”",Tweets,"April 8, 2022",pants-fire,FAKE,0
1590,Jeff,2004 video shows Anthony Fauci is ignoring science on natural immunity with regard to COVID-19.,Facebook posts,"April 8, 2022",false,FAKE,0
1591,Monique,“German perverts open bestiality brothels.”,Michael Knowles,"April 8, 2022",false,FAKE,0
1592,D.L.,"""The price of insulin has been jacked up by Big Drug Corporations.”",Tammy Baldwin,"April 8, 2022",half-true,REAL,1
1593,Ciara,Photo shows someone in a swastika shirt giving a Nazi salute at a recent Donald Trump rally.,Viral image,"April 8, 2022",pants-fire,FAKE,0
1594,Samantha,John D. Rockefeller coined the term “fossil fuel” to trick people into thinking that his product was scarce and drive up the price when fossil fuels are actually “the second most abundant liquid on the planet.”,Facebook posts,"April 8, 2022",false,FAKE,0
1595,Tom,"“A secret backroom deal"" gave ""away hundreds of millions of tax dollars to a Soros-owned company.""",David Perdue,"April 8, 2022",barely-true,FAKE,0
1596,Madeline,"“Over the course of two months, Tony Evers refused to remove (Curtis Schmitt Jr.) from the (state’s veterans) Board despite having the authority to do (so).”",Kevin Nicholson,"April 8, 2022",false,FAKE,0
1597,Monique,Schools are putting litter boxes in bathrooms to accommodate kids who identify as furries.,Facebook posts,"April 8, 2022",pants-fire,FAKE,0
1598,Amy,"“Joe Biden’s open border” means that there are “more Democrat voters pouring into this country.""",J.D. Vance,"April 8, 2022",false,FAKE,0
1599,Jeff,Twitter employee named Jackson Mulholland resigned in a tweet after Elon Musk joined the company’s board.,Facebook posts,"April 7, 2022",false,FAKE,0
1600,Monique,"""Volodymyr Zelenskyy is a cousin of George Soros, Pentagon official says.""",Facebook posts,"April 7, 2022",pants-fire,FAKE,0
1601,Sara,"“Colorado Governor Jared Polis has just signed into law a bill legalizing abortions through all nine months, up until the moment of birth.”",Facebook posts,"April 7, 2022",false,FAKE,0
1602,Gabrielle,"“Want a healthy, happy baby? Skip the Well Baby visits. They… make your baby sick.”",Facebook posts,"April 7, 2022",false,FAKE,0
1603,Jeff,Photo of injured Ukrainian woman was from 2018 Russia gas explosion.,Instagram posts,"April 7, 2022",false,FAKE,0
1604,Lauren,Only 2% of K-12 students would benefit from Iowa’s school voucher bill.,Jennifer Konfrst,"April 7, 2022",true,REAL,1
1605,Ciara,"Says Tucker Carlson said, “What if these bodies of tortured, dead civilians were staged? What if they’re fake? What if the Ukrainian military killed them & then blamed Russia? I’m not saying any of this is true, I’m just asking the questions. Why can’t we ask these questions?”",Tweets,"April 7, 2022",false,FAKE,0
